"","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9"
"1",0.770131645825498,0.981689328747112,0.86540287960155,0.684102798622603,0.697384830733991,0.614765343454319,0.631273284306899,0.575408385931351,0.538017278143136
"2",0.751215283816796,0.984653644246986,0.717211866327562,0.610925535329706,0.651172009600406,0.510508643848375,0.541409819124082,0.432113161261287,0.529855886375182
"3",0.574944967056825,0.965635705292637,0.939048996324632,0.855401529496734,0.690957097774969,0.643145841439033,0.688372189384502,0.498504887025062,0.443116067330727
"4",0.992971287510397,0.986499260106588,0.948920236530755,0.586913319271844,0.805896039623695,0.54937755236287,0.541208096773364,0.396970831593755,0.670280711691864
"5",0.980168512567812,0.959828480219767,0.693596672001047,0.926504079828924,0.711046963038908,0.466417956457611,0.757879170023281,0.758164213783822,0.491628509254192
"6",0.967003557987508,0.986992092990301,0.826896980729106,0.85423328913512,0.553439382369642,0.482272334645516,0.563176586882238,0.474565295370517,0.52392142251679
"7",0.750869313399002,0.944496876298281,0.909368831757593,0.827219520550447,0.572354438823919,0.538473272703659,0.679279867533059,0.475449904232678,0.548365927354089
"8",0.961170950997473,0.958862570438011,0.629431181645243,0.836314557784455,0.522954248950476,0.594859413383628,0.562264374008537,0.608289384571592,0.516881990769248
"9",0.876685234464661,0.949811821283094,0.951519476280457,0.869730337327049,0.704637019628386,0.552854689433471,0.548944664682391,0.516242311003987,0.531266740849493
"10",0.990879152091829,0.955121890326681,0.908288781073316,0.934164002175024,0.603170332853433,0.447202854018764,0.658384978238091,0.650174553473047,0.68428750305561
"11",0.749299824713352,0.986378984430364,0.935638186089517,0.685137125648502,0.573824231018131,0.544681039622381,0.597582867777129,0.539285632918027,0.496364091426937
"12",0.986407903839801,0.954150733539435,0.965854248854059,0.900481919920902,0.655887694514174,0.532166532858192,0.578959320272999,0.524260212896816,0.513106848386511
"13",0.742085737360467,0.958778110654147,0.624861764783236,0.665684396287652,0.501317045121083,0.664943677972263,0.492124826684031,0.536340970431962,0.508234931224837
"14",0.584394050970631,0.97948628709259,0.66906735261223,0.689432619952737,0.603035803166355,0.612237752306642,0.577687226082475,0.523441549504336,0.670384858662354
"15",0.955688133990281,0.979176843631568,0.623072255485829,0.846295510533385,0.542241364305463,0.520331376762523,0.759779779818946,0.62195125840801,0.419247531030803
"16",0.513846264730918,0.967566416939783,0.617685442488166,0.826277563262961,0.677561857465857,0.503544695237902,0.495615795393958,0.522172259452181,0.42656715446634
"17",0.964901514359389,0.97240996691694,0.942641472478675,0.577517455003292,0.746916247349613,0.433756805479254,0.574678281263192,0.507498353912722,0.530942479038454
"18",0.963611545390116,0.971006405182269,0.889506518257431,0.811725755127987,0.507403809299902,0.467792060460672,0.526966528677682,0.717543463246781,0.48435807140782
"19",0.966661572828411,0.957158519939299,0.884500306098195,0.625507980634606,0.618261909804011,0.660547744421745,0.539831266788294,0.539296938148567,0.488205715421465
"20",0.745847483380152,0.978737645246371,0.637559297461018,0.772765440961864,0.65535503513792,0.500519941423424,0.592070891297675,0.433687760307042,0.462711090648317
"21",0.984091501991354,0.972321268593474,0.877725624639284,0.657969824970909,0.56023233599619,0.551298812559825,0.615784864177352,0.598921820801042,0.498527686788818
"22",0.756464407913271,0.980971122947562,0.608101411596231,0.739049003578726,0.602377997800082,0.712762577239141,0.577702125620336,0.486732613758623,0.626653741110766
"23",0.738500160122381,0.982646351642326,0.83827003416988,0.824026947495182,0.866454654078635,0.501773316353807,0.513913749679548,0.642262398054671,0.446339548165426
"24",0.581626058431037,0.955929101294462,0.920737504939874,0.890689345448692,0.63733606205552,0.562847662440652,0.437422510680167,0.457485353094568,0.669656642164207
"25",0.730639246557655,0.951763311877547,0.950527297167127,0.723755000598696,0.715687505804124,0.786356452239664,0.493601776351516,0.601348929157523,0.432835083309452
"26",0.595817759050955,0.981799428088209,0.942128343004804,0.901909503524115,0.891142166078908,0.5551812036321,0.562938553220473,0.64531912316384,0.62168671682613
"27",0.746194153495627,0.949959751532167,0.703647260244256,0.866747780154809,0.614168716280063,0.698722638035944,0.629407663294329,0.667789362180435,0.60937972912848
"28",0.990885724999883,0.985361867951353,0.634180515564024,0.710581907596622,0.732111842589647,0.615260439444738,0.693883590921188,0.600394181313243,0.527675212450327
"29",0.991838991899022,0.976424869055618,0.887818244679399,0.746093845321874,0.68856675340262,0.575224900638075,0.787211077165274,0.491386603562814,0.443400396781339
"30",0.513566239533853,0.958892661933635,0.955578608005918,0.575767583271636,0.722797924384324,0.565331289076463,0.585594896615984,0.587378038919141,0.457847812829065
"31",0.951681410275197,0.962114050787602,0.630631624069146,0.720362566322816,0.706433700406319,0.642868534367243,0.602694680748296,0.557424860049591,0.485504261341183
"32",0.994322180788382,0.942409919927353,0.783037199919693,0.760000635321341,0.705069636304762,0.694538653674809,0.517240127654374,0.573000503950759,0.550732501060605
"33",0.966931892869505,0.956941081499537,0.928940247172519,0.8804272668517,0.573192108193603,0.618155294446267,0.5605577477988,0.565180099564855,0.61276170443848
"34",0.719682189496682,0.964867191066718,0.825894838836582,0.603335643938046,0.689790053550223,0.641184755799225,0.561764947913641,0.479048620335044,0.690463906519719
"35",0.961507598424767,0.960374799399918,0.853821465965347,0.631714663062318,0.593181258960839,0.566331123265936,0.545982841057681,0.532209863190682,0.498560105850631
"36",0.753210667361962,0.959716521363942,0.614337562389747,0.929527902871852,0.910440646621998,0.458149363787185,0.485895329280217,0.546524295347085,0.603462538128474
"37",0.848570180459806,0.964657593557596,0.89801855357106,0.609787236842284,0.626203582845427,0.637693400093517,0.505517620531096,0.748580592419536,0.425611085163618
"38",0.977972361993833,0.960340001242988,0.962446475586977,0.727585275651216,0.93031675983362,0.557833575711937,0.498465298310826,0.635021662332298,0.555567193589535
"39",0.740612208561746,0.960712642569108,0.907310021918365,0.851405743027931,0.577768607509472,0.67562801406536,0.570750928237849,0.47717714883225,0.516230059804353
"40",0.952582576289819,0.96128202572828,0.879235875745168,0.613787223110437,0.746326782803846,0.522633680606897,0.528284437113752,0.452241597673975,0.610896951668955
"41",0.749305963690276,0.97666727652884,0.934733755052475,0.761333064622174,0.704871357763809,0.692212849278457,0.567190459804586,0.645151600297951,0.584152531615648
"42",0.965626415472716,0.962204698298966,0.905298786263372,0.629057529361424,0.909338223169261,0.480816404608393,0.67232831335311,0.527708845452497,0.655134474524701
"43",0.986957935008613,0.979282034037688,0.967587370467576,0.745778104893377,0.74399584262625,0.60692385754708,0.532996895916505,0.541193956409411,0.560141949493904
"44",0.579376550711617,0.971659886566714,0.626803806660073,0.892934504033038,0.618907542473827,0.685074464381758,0.486143938563757,0.55341120030825,0.73438179220825
"45",0.754391623077622,0.962903599912023,0.636123957197716,0.69680855645532,0.580824303873621,0.585883943362355,0.456786966400871,0.46231961118763,0.546644083246054
"46",0.844247551635578,0.968031122002661,0.615132432409796,0.923568115564081,0.742082282494684,0.465981226217635,0.866595481201911,0.535179889641234,0.738154316524701
"47",0.981653898183135,0.960593906863837,0.887204458424407,0.581107258217809,0.638440992385391,0.568424101171079,0.532487276292274,0.481084513420286,0.569177194043911
"48",0.748586192223639,0.979249529438183,0.607486950561857,0.916624939774375,0.589104088084889,0.657588823956106,0.527387439377078,0.385784635576366,0.47579856672139
"49",0.732805153772913,0.980511188324577,0.935626264843006,0.718957304818354,0.712599844455291,0.510940985149905,0.612157760549393,0.703382454560029,0.425145864223931
"50",0.978239470674253,0.972606883235136,0.910673955538296,0.589748650845644,0.644323285124008,0.667575350576571,0.622315193227647,0.449628245035114,0.422951770600981
"51",0.737552452363787,0.963228044418064,0.870206498160212,0.785141419345928,0.665229852751709,0.526116813771161,0.497422489569515,0.568033427883712,0.461377968997854
"52",0.734101875492404,0.954834389308598,0.942734599025688,0.950219099239835,0.672061598208246,0.658392211748537,0.581944049103053,0.452113176434561,0.515747172312259
"53",0.975737726517335,0.959362176374416,0.654600533956438,0.943625130188639,0.652214965591707,0.556949813225864,0.516577188147701,0.547720544736594,0.477533613467728
"54",0.98604395889937,0.957833545919565,0.908131879452359,0.6258954415093,0.758288823270267,0.456095451206178,0.482900398943666,0.497702764290238,0.57467944493928
"55",0.993893988704889,0.958928277152716,0.615668466553517,0.833564936116334,0.692117428256032,0.518679426427891,0.600916526596487,0.525029974728697,0.432236335397108
"56",0.844376072949842,0.962214874816458,0.912304188108161,0.918413475783137,0.554416412986942,0.551606601573683,0.551755648457009,0.51036251270145,0.515293562223587
"57",0.746765707139043,0.954876383543519,0.625675687854777,0.866760010549339,0.648687459848961,0.503758260374972,0.564435567799202,0.769900352355196,0.636135261847736
"58",0.984617645403144,0.985631655975872,0.95826382281664,0.690431919683645,0.631849412538047,0.632501643106174,0.684342584534398,0.497139749286533,0.516851036294026
"59",0.9904254748218,0.986027160478901,0.896067259872916,0.881258404190263,0.515506382306744,0.718401235043902,0.679138677769752,0.633401602875959,0.669587530246834
"60",0.971899420836045,0.961707237475127,0.902596829691273,0.875594527500062,0.754193209242742,0.743884215356577,0.598335159975431,0.616945046642006,0.560567190954102
"61",0.989907491941178,0.963886998128171,0.620263849738469,0.835172469144058,0.670583928745697,0.648182696041517,0.587944401998301,0.456790838485325,0.458131860774911
"62",0.728457851038356,0.983385690494177,0.905435113647431,0.748104370678818,0.582714137031935,0.52340065394352,0.556854202127558,0.576222125165504,0.4274125106183
"63",0.966017068671147,0.958068808983466,0.926058181797164,0.729922339742082,0.604737129069319,0.645374921186094,0.692109180319503,0.515892314923598,0.426718617076251
"64",0.724523756024027,0.974870590562899,0.943874905064114,0.882070727878527,0.616990220132117,0.598788582235713,0.510213876239815,0.55539115983596,0.55554873527622
"65",0.747620623522458,0.966200622900031,0.943716997661975,0.488987542236913,0.525472617285963,0.616039806757288,0.599403323382354,0.686678512465378,0.512744261610546
"66",0.987935976833401,0.963076031417928,0.642636747482833,0.684756752812925,0.586245167060545,0.557074741322034,0.524284801547612,0.694851380525762,0.507780797348685
"67",0.969831471608293,0.964258621331848,0.889611122086728,0.823335484088093,0.566464020469564,0.695198100641176,0.471316909910782,0.524094990800077,0.584710680311113
"68",0.973882829717533,0.98657724106039,0.91484071352722,0.838357565549182,0.547784007910913,0.690669032571818,0.468376938609814,0.555393293300507,0.637903402222157
"69",0.726933265191546,0.95352628051863,0.82885870349827,0.59076703139253,0.653678013642661,0.463682583590562,0.488485633067486,0.605911631580794,0.469662276524467
"70",0.740533589337342,0.96539107042,0.897922327838685,0.815327277261546,0.635725301671325,0.550535316435506,0.801294782184505,0.522719688094208,0.466702427101458
"71",0.741405073307177,0.97731275855775,0.9692663920281,0.858870771153853,0.675430264671111,0.690111218462374,0.566603377614053,0.445637405385119,0.402154645805256
"72",0.989491570886172,0.957002890739262,0.673085958985812,0.88994834051935,0.641821257870541,0.54074003194704,0.51661809621658,0.53523239939556,0.557548686490962
"73",0.960890221745459,0.98373986625642,0.616237170392448,0.575194678937177,0.714404946796048,0.56630718199872,0.534723179918577,0.443605644991613,0.494697579452028
"74",0.954910295564249,0.973307491878859,0.832554612235234,0.91296791529401,0.859972485541162,0.632908657424022,0.608195661825686,0.588843874539628,0.642375079077954
"75",0.990328622016748,0.982347663748783,0.631283681461329,0.904546373061923,0.668377218789342,0.531376297348773,0.570225005767635,0.466659151727727,0.548319406014525
"76",0.757452200405849,0.980804152851344,0.871210084439445,0.894124910559975,0.644535123635378,0.519651011419377,0.499609993986042,0.636990886851521,0.648659094426936
"77",0.746394097127767,0.985116211955986,0.908034420577514,0.638021677607855,0.695027901173531,0.520065271854131,0.459620688590498,0.441078558310419,0.473028765463723
"78",0.988412920144294,0.987239377534125,0.608657275607735,0.696817002434121,0.496597344741595,0.608527211602748,0.569943560008786,0.484910160299567,0.470820713283266
"79",0.893634728841964,0.960289552193078,0.639273211990851,0.864428370828002,0.598948546545854,0.506308154896202,0.5165211738536,0.644430626506498,0.515025609355422
"80",0.955936966215313,0.982824252861865,0.902122149765012,0.919431479520649,0.698387263444201,0.620051390806551,0.475191249163634,0.591658017145945,0.536113423761833
"81",0.733567886244094,0.98605426207438,0.914909073357145,0.856716710501225,0.903232447851165,0.589385135629346,0.496566377531411,0.506845784227399,0.608581561720281
"82",0.753089879803718,0.978761239525844,0.616712817588094,0.912655909091137,0.506845632719081,0.584477421244448,0.657136523893893,0.612420050162419,0.492108313951522
"83",0.746498788261487,0.940376897355429,0.836102353900548,0.601990621496983,0.485788516748884,0.79698482822359,0.73544765495601,0.516464367560794,0.455215053931042
"84",0.993769625796194,0.932596828687972,0.961247531943538,0.80091535565603,0.631842528503538,0.595202353050264,0.552834028047114,0.477144483549771,0.42752095185278
"85",0.972400116822571,0.964588888868769,0.62636582364497,0.733124999228223,0.660809120231819,0.486901095278524,0.611601894425931,0.464765115743482,0.393965880444692
"86",0.723266241265647,0.976364898155774,0.915388133341489,0.857796824149835,0.68500178441941,0.465811072638689,0.538744806428739,0.648102274580246,0.548201745586162
"87",0.846875889384479,0.953561583691589,0.937426609507035,0.715364507609946,0.509146816763646,0.552063263650045,0.756565947088688,0.800928565692629,0.458661717089365
"88",0.739417821675298,0.970886752688112,0.968107672288664,0.617160728704623,0.595712986234199,0.551055735849681,0.558792809874124,0.510120976973497,0.42917721136745
"89",0.876099357126668,0.980115559701139,0.937671050126449,0.93205282609936,0.593433107169942,0.503679616468728,0.712396302428623,0.449962797169457,0.495966843791115
"90",0.74853228107858,0.970910069138164,0.923445906122254,0.71365258527817,0.712789718491459,0.667877164698894,0.479190356381698,0.636437605052476,0.57172029358048
"91",0.601310529938,0.971945031297259,0.727480267418811,0.885592040464301,0.676849854655208,0.623460920731818,0.518724013063021,0.434659147823096,0.566292578958879
"92",0.577261132184529,0.98693835727848,0.827728592389087,0.67253686408309,0.749129048202454,0.6027412951818,0.451657226546908,0.460364402128736,0.755312414499183
"93",0.981242343015812,0.97352337637211,0.592909443902367,0.628859032078866,0.645689677215189,0.585625408394877,0.520093957075098,0.674903000709518,0.532036216455143
"94",0.732707627055023,0.964768435841059,0.941453883225421,0.838948472205711,0.735861846767849,0.51342556613504,0.484375283264228,0.430831576174926,0.554345229611218
"95",0.96945893101203,0.951233871353952,0.868894894549181,0.732101195685294,0.616197074511729,0.580485852857194,0.506692290999933,0.656464952378737,0.519954330952335
"96",0.961685436163588,0.950626327822751,0.606382279241717,0.720028996593923,0.535678190926732,0.592492964688994,0.583011770353628,0.57484730028562,0.515212121114459
"97",0.990722511664803,0.949799561601329,0.962001707042072,0.756083137676424,0.724459365680537,0.502875256182136,0.572331248438179,0.507923276929762,0.425131737489167
"98",0.750238224288378,0.980688116303764,0.652005940265875,0.828411198905032,0.69166757829193,0.649215007961961,0.537754266880748,0.557634414106646,0.451704129008374
"99",0.762145172578635,0.957767167241169,0.915261563801649,0.673496116148117,0.737000812778168,0.618898466661979,0.596054858978885,0.601386702850537,0.662414440829997
"100",0.760049323484468,0.976481223607686,0.738952289637114,0.91929731871583,0.739304659017656,0.623793723410087,0.469729406845467,0.619955131524662,0.493054326389485
